,title,department,location,date_added,link
876,Modem Platform Software Engineer,Software and Services,Santa Clara Valley (Cupertino),"Sep 8, 2021",https://jobs.apple.com/en-us/details/200282515/modem-platform-software-engineer?team=SFTWR
877,Data Engineer - iCloud Education Team,Software and Services,Austin,"Oct 8, 2021",https://jobs.apple.com/en-us/details/200262002/data-engineer-icloud-education-team?team=SFTWR
878,"Software Engineer, Apple Pay",Software and Services,New York City,"Apr 12, 2021",https://jobs.apple.com/en-us/details/200238369/software-engineer-apple-pay?team=SFTWR
879,"Software Engineer, Apple Pay",Software and Services,New York City,"Jul 13, 2021",https://jobs.apple.com/en-us/details/200266149/software-engineer-apple-pay?team=SFTWR
880,Senior Java Software Engineer,Software and Services,Austin,"Apr 5, 2021",https://jobs.apple.com/en-us/details/200207557/senior-java-software-engineer?team=SFTWR
881,Java Software Engineer,Software and Services,Austin,"Sep 22, 2021",https://jobs.apple.com/en-us/details/200291321/java-software-engineer?team=SFTWR
882,Modem Platform Software Engineer,Software and Services,Santa Clara Valley (Cupertino),"Sep 8, 2021",https://jobs.apple.com/en-us/details/200282515/modem-platform-software-engineer?team=SFTWR
883,Modem Platform Software Engineer,Software and Services,Santa Clara Valley (Cupertino),"Sep 15, 2021",https://jobs.apple.com/en-us/details/200283875/modem-platform-software-engineer?team=SFTWR
884,Data Engineer - iCloud Education Team,Software and Services,Austin,"Oct 8, 2021",https://jobs.apple.com/en-us/details/200262002/data-engineer-icloud-education-team?team=SFTWR
885,"Software Engineer, Apple Pay",Software and Services,New York City,"Jul 13, 2021",https://jobs.apple.com/en-us/details/200266149/software-engineer-apple-pay?team=SFTWR
886,"Software Engineer, Apple Pay",Software and Services,New York City,"Apr 12, 2021",https://jobs.apple.com/en-us/details/200238369/software-engineer-apple-pay?team=SFTWR
887,Subscriptions & Commerce Data Scientist - Culver City,Software and Services,Culver City,"May 5, 2021",https://jobs.apple.com/en-us/details/200245134/subscriptions-commerce-data-scientist-culver-city?team=SFTWR
888,"Senior QA Engineer,  AR Applications",Software and Services,Boulder,"May 13, 2021",https://jobs.apple.com/en-us/details/200222790/senior-qa-engineer-ar-applications?team=SFTWR
889,Senior Software QA Manager.   Apple Media Products.,Software and Services,Seattle,"Jun 1, 2021",https://jobs.apple.com/en-us/details/200238378/senior-software-qa-manager-apple-media-products?team=SFTWR
890,Subscriptions & Commerce Data Scientist - Austin,Software and Services,Austin,"Apr 12, 2021",https://jobs.apple.com/en-us/details/200238362/subscriptions-commerce-data-scientist-austin?team=SFTWR
891,"AI/ML - Data Engineer, Siri Understanding",Software and Services,Seattle,"Aug 16, 2021",https://jobs.apple.com/en-us/details/200224167/ai-ml-data-engineer-siri-understanding?team=SFTWR
892,"AI/ML - Software Engineer, Engineering Efficiency",Software and Services,Seattle,"May 12, 2021",https://jobs.apple.com/en-us/details/200247346/ai-ml-software-engineer-engineering-efficiency?team=SFTWR
893,Embedded Runtime Manager,Software and Services,Santa Clara Valley (Cupertino),"Oct 21, 2021",https://jobs.apple.com/en-us/details/200303404/embedded-runtime-manager?team=SFTWR
894,System Power Engineer,Software and Services,Santa Clara Valley (Cupertino),"Jul 29, 2021",https://jobs.apple.com/en-us/details/200192969/system-power-engineer?team=SFTWR
895,"AI/ML - Sr Technical Product Manager, Siri Performance",Software and Services,Seattle,"Aug 20, 2021",https://jobs.apple.com/en-us/details/200221473/ai-ml-sr-technical-product-manager-siri-performance?team=SFTWR
896,Senior Software Data Engineer - Analytics Engineering,Software and Services,Seattle,"Jun 29, 2021",https://jobs.apple.com/en-us/details/200262050/senior-software-data-engineer-analytics-engineering?team=SFTWR
897,"ISE, Input Experience - SWE Manager, Keyboard System Foundation",Software and Services,Santa Clara Valley (Cupertino),"Sep 16, 2021",https://jobs.apple.com/en-us/details/200244273/ise-input-experience-swe-manager-keyboard-system-foundation?team=SFTWR
898,"AI/ML - Machine Learning Engineer, Information Intelligence",Software and Services,Santa Clara Valley (Cupertino),"Oct 21, 2021",https://jobs.apple.com/en-us/details/200286023/ai-ml-machine-learning-engineer-information-intelligence?team=SFTWR
899,Power & Performance Data Engineer,Software and Services,San Diego,"Jun 9, 2020",https://jobs.apple.com/en-us/details/200174814/power-performance-data-engineer?team=SFTWR
900,Power & Performance Data Engineer,Software and Services,San Diego,"Jul 29, 2021",https://jobs.apple.com/en-us/details/200267940/power-performance-data-engineer?team=SFTWR
901,"Machine Learning Engineer, OS Power & Performance",Software and Services,Santa Clara Valley (Cupertino),"May 18, 2021",https://jobs.apple.com/en-us/details/200248945/machine-learning-engineer-os-power-performance?team=SFTWR
902,CoreOS Quality Engineer,Software and Services,Santa Clara Valley (Cupertino),"Sep 27, 2021",https://jobs.apple.com/en-us/details/200287219/coreos-quality-engineer?team=SFTWR
903,Debug Tools Hardware Engineer,Software and Services,Santa Clara Valley (Cupertino),"Mar 15, 2021",https://jobs.apple.com/en-us/details/200231062/debug-tools-hardware-engineer?team=SFTWR
904,AR/VR Prototyping Engineer,Software and Services,Santa Clara Valley (Cupertino),"Jun 1, 2021",https://jobs.apple.com/en-us/details/200244078/ar-vr-prototyping-engineer?team=SFTWR
905,Silicon Validation Software Engineer: Linux - USB / PCIe / Thunderbolt (USB4),Software and Services,Santa Clara Valley (Cupertino),"Jun 8, 2021",https://jobs.apple.com/en-us/details/200210235/silicon-validation-software-engineer-linux-usb-pcie-thunderbolt-usb4?team=SFTWR
906,Silicon Validation Software Engineer: Linux - USB / PCIe / Thunderbolt (USB4),Software and Services,Beaverton,"Oct 7, 2021",https://jobs.apple.com/en-us/details/200254007/silicon-validation-software-engineer-linux-usb-pcie-thunderbolt-usb4?team=SFTWR
907,"Senior Software Engineer, Web",Software and Services,San Diego,"Jun 17, 2021",https://jobs.apple.com/en-us/details/200254842/senior-software-engineer-web?team=SFTWR
908,Engineering Project Manager - Privacy,Software and Services,Santa Clara Valley (Cupertino),"Jul 29, 2021",https://jobs.apple.com/en-us/details/200271497/engineering-project-manager-privacy?team=SFTWR
909,"Software Engineer, ML Platform, FEAR",Software and Services,Seattle,"Sep 15, 2021",https://jobs.apple.com/en-us/details/200267738/software-engineer-ml-platform-fear?team=SFTWR
910,Software Design Engineer,Software and Services,Santa Clara Valley (Cupertino),"Sep 22, 2021",https://jobs.apple.com/en-us/details/200202050/software-design-engineer?team=SFTWR
911,Software Engineer-App Store Frameworks,Software and Services,Seattle,"Sep 21, 2021",https://jobs.apple.com/en-us/details/200284842/software-engineer-app-store-frameworks?team=SFTWR
912,"Full Stack Engineer, AppleTV+",Software and Services,Culver City,"Aug 19, 2021",https://jobs.apple.com/en-us/details/200235614/full-stack-engineer-appletv?team=SFTWR
913,Software Engineer-App Store Frameworks,Software and Services,Seattle,"Sep 21, 2021",https://jobs.apple.com/en-us/details/200210069/software-engineer-app-store-frameworks?team=SFTWR
914,"Software Engineer, Apple Cloud Platform",Software and Services,Seattle,"Jun 21, 2021",https://jobs.apple.com/en-us/details/200220234/software-engineer-apple-cloud-platform?team=SFTWR
915,"Senior Data Scientist, Proactive",Software and Services,Santa Clara Valley (Cupertino),"Jun 23, 2021",https://jobs.apple.com/en-us/details/200224330/senior-data-scientist-proactive?team=SFTWR
916,"Lead Architect, Ad Platforms",Software and Services,Santa Clara Valley (Cupertino),"Jun 2, 2021",https://jobs.apple.com/en-us/details/200252151/lead-architect-ad-platforms?team=SFTWR
917,"Software Engineer (Java, Spark / Flink) - AMP Commerce Engineering",Software and Services,Seattle,"Oct 11, 2021",https://jobs.apple.com/en-us/details/200298976/software-engineer-java-spark-flink-amp-commerce-engineering?team=SFTWR
918,Bluetooth Performance Engineer,Software and Services,Santa Clara Valley (Cupertino),"Jun 29, 2021",https://jobs.apple.com/en-us/details/200229848/bluetooth-performance-engineer?team=SFTWR
919,Wireless Bluetooth Software Engineer,Software and Services,San Diego,"Jul 15, 2021",https://jobs.apple.com/en-us/details/200243775/wireless-bluetooth-software-engineer?team=SFTWR
920,Software Quality Engineering Manager,Software and Services,San Diego,"Sep 24, 2021",https://jobs.apple.com/en-us/details/200291442/software-quality-engineering-manager?team=SFTWR
921,"Technical Project Manager - Wallet, Payments & Commerce Data Science & BI - Austin",Software and Services,Austin,"Aug 24, 2021",https://jobs.apple.com/en-us/details/200281644/technical-project-manager-wallet-payments-commerce-data-science-bi-austin?team=SFTWR
922,iOS Home Application Engineer,Software and Services,Santa Clara Valley (Cupertino),"Sep 27, 2021",https://jobs.apple.com/en-us/details/200288714/ios-home-application-engineer?team=SFTWR
923,iOS Home Application Engineer,Software and Services,San Diego,"Sep 15, 2021",https://jobs.apple.com/en-us/details/200288194/ios-home-application-engineer?team=SFTWR
924,Software Data Engineer - App Store,Software and Services,Seattle,"May 14, 2021",https://jobs.apple.com/en-us/details/200233075/software-data-engineer-app-store?team=SFTWR
925,Senior Software Data Engineer - App Store,Software and Services,Seattle,"Aug 23, 2021",https://jobs.apple.com/en-us/details/200279798/senior-software-data-engineer-app-store?team=SFTWR
926,Senior Software Data Engineer - App Store,Software and Services,Seattle,"Oct 6, 2021",https://jobs.apple.com/en-us/details/200293606/senior-software-data-engineer-app-store?team=SFTWR
927,Sr. Autonomy Integrity Engineer - SPG,Software and Services,Santa Clara Valley (Cupertino),"Sep 3, 2020",https://jobs.apple.com/en-us/details/200143940/sr-autonomy-integrity-engineer-spg?team=SFTWR
928,"Senior Product Manager, Customer Experience - Ad Platforms",Software and Services,Austin,"Jul 8, 2021",https://jobs.apple.com/en-us/details/200216127/senior-product-manager-customer-experience-ad-platforms?team=SFTWR
929,"Technical Writer, Apple Pay",Software and Services,New York City,"Aug 23, 2021",https://jobs.apple.com/en-us/details/200266125/technical-writer-apple-pay?team=SFTWR
930,Sr. Engineering Program Manager -  Apple Cloud Services (ACS),Software and Services,Santa Clara Valley (Cupertino),"Apr 14, 2021",https://jobs.apple.com/en-us/details/200225702/sr-engineering-program-manager-apple-cloud-services-acs?team=SFTWR
931,WiFi Quality Engineer,Software and Services,Santa Clara Valley (Cupertino),"Oct 21, 2021",https://jobs.apple.com/en-us/details/200302820/wifi-quality-engineer?team=SFTWR
932,WiFi Quality Engineer,Software and Services,Santa Clara Valley (Cupertino),"Oct 4, 2021",https://jobs.apple.com/en-us/details/200286792/wifi-quality-engineer?team=SFTWR
933,Pricing Strategy Analyst - Services,Software and Services,Santa Clara Valley (Cupertino),"Jun 11, 2021",https://jobs.apple.com/en-us/details/200253582/pricing-strategy-analyst-services?team=SFTWR
934,"Software Engineer, Apple Watch - Watch Face Team",Software and Services,Santa Clara Valley (Cupertino),"Dec 6, 2018",https://jobs.apple.com/en-us/details/200019376/software-engineer-apple-watch-watch-face-team?team=SFTWR
935,Home Application Engineering Manager,Software and Services,San Diego,"Sep 9, 2021",https://jobs.apple.com/en-us/details/200286771/home-application-engineering-manager?team=SFTWR
936,"Senior EPM, Product Engineering - Ad Platforms",Software and Services,Santa Clara Valley (Cupertino),"Aug 3, 2021",https://jobs.apple.com/en-us/details/200273728/senior-epm-product-engineering-ad-platforms?team=SFTWR
937,"Senior EPM, Product Engineering - Ad Platforms",Software and Services,Austin,"Jul 22, 2021",https://jobs.apple.com/en-us/details/200268629/senior-epm-product-engineering-ad-platforms?team=SFTWR
938,"Senior EPM, Product Engineering",Software and Services,Austin,"Jun 2, 2021",https://jobs.apple.com/en-us/details/200252201/senior-epm-product-engineering?team=SFTWR
939,"Senior EPM, Product Engineering - Ad Platforms",Software and Services,Santa Clara Valley (Cupertino),"Aug 3, 2021",https://jobs.apple.com/en-us/details/200268628/senior-epm-product-engineering-ad-platforms?team=SFTWR
940,Data Pipelines EPM - Ad Platforms,Software and Services,Santa Clara Valley (Cupertino),"Aug 16, 2021",https://jobs.apple.com/en-us/details/200276622/data-pipelines-epm-ad-platforms?team=SFTWR
941,Identity Management Software Quality Engineer (Early Career),Software and Services,Austin,"Oct 13, 2021",https://jobs.apple.com/en-us/details/200257537/identity-management-software-quality-engineer-early-career?team=SFTWR
942,"AIML - UI iOS/macOS Engineer, Siri Experience",Software and Services,Seattle,"Aug 19, 2021",https://jobs.apple.com/en-us/details/200197583/aiml-ui-ios-macos-engineer-siri-experience?team=SFTWR
943,Curation Intelligence - Software Engineer - Photos,Software and Services,Santa Clara Valley (Cupertino),"Oct 15, 2021",https://jobs.apple.com/en-us/details/200298388/curation-intelligence-software-engineer-photos?team=SFTWR
944,Data Engineer,Software and Services,Austin,"Oct 21, 2021",https://jobs.apple.com/en-us/details/200190357/data-engineer?team=SFTWR
945,Senior Software Engineer / Architect - Ad Platforms,Software and Services,Santa Clara Valley (Cupertino),"Sep 17, 2021",https://jobs.apple.com/en-us/details/200269329/senior-software-engineer-architect-ad-platforms?team=SFTWR
946,"Software Engineer, Apple Watch - Apple Pay",Software and Services,Santa Clara Valley (Cupertino),"Sep 23, 2021",https://jobs.apple.com/en-us/details/200225358/software-engineer-apple-watch-apple-pay?team=SFTWR
947,"Software Engineer, Apple Watch",Software and Services,Santa Clara Valley (Cupertino),"Oct 29, 2020",https://jobs.apple.com/en-us/details/200022671/software-engineer-apple-watch?team=SFTWR
948,Engineering Manager - Databases,Software and Services,Santa Clara Valley (Cupertino),"Apr 4, 2021",https://jobs.apple.com/en-us/details/200235464/engineering-manager-databases?team=SFTWR
949,Distributed Systems Devops Engineer,Software and Services,San Diego,"Sep 22, 2021",https://jobs.apple.com/en-us/details/200216688/distributed-systems-devops-engineer?team=SFTWR
950,WiFi/Bluetooth System Performance Engineer,Software and Services,Santa Clara Valley (Cupertino),"Oct 19, 2021",https://jobs.apple.com/en-us/details/200290898/wifi-bluetooth-system-performance-engineer?team=SFTWR
951,Embedded Controls Software Engineer - Multiple Levels,Software and Services,San Diego,"Apr 28, 2021",https://jobs.apple.com/en-us/details/200243345/embedded-controls-software-engineer-multiple-levels?team=SFTWR
952,"Wireless Systems Engineer, Product Stability",Software and Services,San Diego,"Oct 21, 2021",https://jobs.apple.com/en-us/details/200295112/wireless-systems-engineer-product-stability?team=SFTWR
953,WiFi/Bluetooth System Performance Engineer,Software and Services,Santa Clara Valley (Cupertino),"Jun 1, 2021",https://jobs.apple.com/en-us/details/200245890/wifi-bluetooth-system-performance-engineer?team=SFTWR
954,Embedded Controls Software Engineer - Multiple Levels,Software and Services,Santa Clara Valley (Cupertino),"Mar 19, 2021",https://jobs.apple.com/en-us/details/200232520/embedded-controls-software-engineer-multiple-levels?team=SFTWR
955,WebKit 3D Graphics Engineer,Software and Services,Santa Clara Valley (Cupertino),"Oct 15, 2021",https://jobs.apple.com/en-us/details/200299881/webkit-3d-graphics-engineer?team=SFTWR
956,WiFi Firmware Engineer,Software and Services,Santa Clara Valley (Cupertino),"Jun 24, 2021",https://jobs.apple.com/en-us/details/200257457/wifi-firmware-engineer?team=SFTWR
957,"Sr. Software Engineer, Video Applications Technology",Software and Services,Santa Clara Valley (Cupertino),"Oct 5, 2021",https://jobs.apple.com/en-us/details/200294385/sr-software-engineer-video-applications-technology?team=SFTWR
958,Core Audio Software Engineering Manager,Software and Services,Santa Clara Valley (Cupertino),"Jun 29, 2021",https://jobs.apple.com/en-us/details/200260977/core-audio-software-engineering-manager?team=SFTWR
959,"Embedded Software Engineer, CoreBSP",Software and Services,Santa Clara,"Jul 9, 2021",https://jobs.apple.com/en-us/details/200262459/embedded-software-engineer-corebsp?team=SFTWR
960,"Senior Program Manager, Subscriptions - App Store",Software and Services,Seattle,"Sep 20, 2021",https://jobs.apple.com/en-us/details/200215254/senior-program-manager-subscriptions-app-store?team=SFTWR
961,"Embedded Software Engineer, CoreBSP",Software and Services,Santa Clara Valley (Cupertino),"Feb 9, 2021",https://jobs.apple.com/en-us/details/200222271/embedded-software-engineer-corebsp?team=SFTWR
962,Engineering Project Manager,Software and Services,Austin,"Sep 13, 2021",https://jobs.apple.com/en-us/details/200282952/engineering-project-manager?team=SFTWR
963,"Product Marketing Manager, Ad Platforms",Software and Services,New York City,"Oct 20, 2021",https://jobs.apple.com/en-us/details/200237245/product-marketing-manager-ad-platforms?team=SFTWR
964,Quantitative Business Analyst - Strategic Data Solutions,Software and Services,Austin,"Feb 26, 2021",https://jobs.apple.com/en-us/details/200223272/quantitative-business-analyst-strategic-data-solutions?team=SFTWR
965,Sr Audio Driver Engineer,Software and Services,Culver City,"Jul 22, 2021",https://jobs.apple.com/en-us/details/200269782/sr-audio-driver-engineer?team=SFTWR
966,"Software Engineer, Data Protection",Software and Services,Santa Clara Valley (Cupertino),"May 18, 2021",https://jobs.apple.com/en-us/details/200239593/software-engineer-data-protection?team=SFTWR
967,Sr Audio Driver Engineer,Software and Services,Santa Clara Valley (Cupertino),"Oct 7, 2021",https://jobs.apple.com/en-us/details/200295432/sr-audio-driver-engineer?team=SFTWR
968,Software Engineer - Observability,Software and Services,Santa Clara Valley (Cupertino),"Aug 10, 2021",https://jobs.apple.com/en-us/details/200242296/software-engineer-observability?team=SFTWR
969,Multimedia Software Engineer - Apple Media Products,Software and Services,Seattle,"Jun 28, 2021",https://jobs.apple.com/en-us/details/200240636/multimedia-software-engineer-apple-media-products?team=SFTWR
970,Video Codec Algorithm Engineer,Software and Services,San Diego,"Feb 11, 2021",https://jobs.apple.com/en-us/details/200196908/video-codec-algorithm-engineer?team=SFTWR
971,Motion Scientist,Software and Services,Santa Clara Valley (Cupertino),"Oct 14, 2021",https://jobs.apple.com/en-us/details/200273298/motion-scientist?team=SFTWR
972,AR/VR iOS Engineer,Software and Services,Santa Clara Valley (Cupertino),"Sep 28, 2021",https://jobs.apple.com/en-us/details/200293514/ar-vr-ios-engineer?team=SFTWR
973,Project Coordinator - Software Operations,Software and Services,Santa Clara Valley (Cupertino),"Aug 17, 2021",https://jobs.apple.com/en-us/details/200277146/project-coordinator-software-operations?team=SFTWR
974,Privacy Compliance Engineer - Apple Pay,Software and Services,New York City,"Oct 13, 2021",https://jobs.apple.com/en-us/details/200297154/privacy-compliance-engineer-apple-pay?team=SFTWR
975,Stability Tools Engineer,Software and Services,Santa Clara Valley (Cupertino),"Sep 15, 2021",https://jobs.apple.com/en-us/details/200288199/stability-tools-engineer?team=SFTWR
976,Software Engineer (Location & Proximity Technologies team — special projects),Software and Services,Santa Clara Valley (Cupertino),"May 19, 2021",https://jobs.apple.com/en-us/details/200244537/software-engineer-location-proximity-technologies-team-special-projects?team=SFTWR
977,Lead Software Engineer - Apple Media Products,Software and Services,Seattle,"Sep 28, 2021",https://jobs.apple.com/en-us/details/200244553/lead-software-engineer-apple-media-products?team=SFTWR
978,"AI/ML - Software Engineer, ML Engineering Efficiency (Device Infra/Cloud Engineering)",Software and Services,Seattle,"Oct 13, 2021",https://jobs.apple.com/en-us/details/200286872/ai-ml-software-engineer-ml-engineering-efficiency-device-infra-cloud-engineering?team=SFTWR
979,"SENIOR SYSTEMS ARCHITECT, WIRELESS TECHNOLOGY",Software and Services,Santa Clara Valley (Cupertino),"Jun 30, 2021",https://jobs.apple.com/en-us/details/200245688/senior-systems-architect-wireless-technology?team=SFTWR
980,Engineering Manager - Apple Maps Client Team,Software and Services,Santa Clara Valley (Cupertino),"Oct 20, 2021",https://jobs.apple.com/en-us/details/200287251/engineering-manager-apple-maps-client-team?team=SFTWR
981,Senior Cellular Systems Performance Engineer,Software and Services,San Diego,"Sep 20, 2021",https://jobs.apple.com/en-us/details/200280751/senior-cellular-systems-performance-engineer?team=SFTWR
982,Senior Manager Cellular Systems Performance,Software and Services,San Diego,"Oct 16, 2021",https://jobs.apple.com/en-us/details/200280749/senior-manager-cellular-systems-performance?team=SFTWR
983,Software Engineer - Photos,Software and Services,Santa Clara Valley (Cupertino),"Aug 23, 2021",https://jobs.apple.com/en-us/details/200126510/software-engineer-photos?team=SFTWR
984,"Sr. Full-Stack Software Engineer, Apple TV Services",Software and Services,San Diego,"Sep 15, 2021",https://jobs.apple.com/en-us/details/200284976/sr-full-stack-software-engineer-apple-tv-services?team=SFTWR
985,"ISE, Input Experience - Internationalization & Keyboard Engineer (iOS/macOS)",Software and Services,Santa Clara Valley (Cupertino),"Aug 26, 2021",https://jobs.apple.com/en-us/details/200246567/ise-input-experience-internationalization-keyboard-engineer-ios-macos?team=SFTWR
986,"Sr. Software Engineer, Apple TV Services",Software and Services,San Diego,"Aug 19, 2021",https://jobs.apple.com/en-us/details/200270244/sr-software-engineer-apple-tv-services?team=SFTWR
987,IMG Audio QA Triage Engineer,Software and Services,Santa Clara Valley (Cupertino),"May 25, 2021",https://jobs.apple.com/en-us/details/200251397/img-audio-qa-triage-engineer?team=SFTWR
988,Data Integrity Engineer - Analytics Engineering,Software and Services,Seattle,"May 25, 2021",https://jobs.apple.com/en-us/details/200223738/data-integrity-engineer-analytics-engineering?team=SFTWR
989,"Sr. Software Engineer, Knowledge Graph, Music, Books & Podcast",Software and Services,Seattle,"Oct 22, 2021",https://jobs.apple.com/en-us/details/200302854/sr-software-engineer-knowledge-graph-music-books-podcast?team=SFTWR
990,"Service Reliability Engineer (SRE) -  Service Reliability Engineering, Analytics",Software and Services,Seattle,"Oct 20, 2021",https://jobs.apple.com/en-us/details/200245017/service-reliability-engineer-sre-service-reliability-engineering-analytics?team=SFTWR
991,Cloud Insights Manager,Software and Services,Santa Clara Valley (Cupertino),"Oct 4, 2021",https://jobs.apple.com/en-us/details/200290789/cloud-insights-manager?team=SFTWR
992,Senior Engineering Project Manager- Retail Engineering Austin,Software and Services,Austin,"Aug 30, 2021",https://jobs.apple.com/en-us/details/200281278/senior-engineering-project-manager-retail-engineering-austin?team=SFTWR
993,"Manager, Legal Technology Solutions",Software and Services,Santa Clara Valley (Cupertino),"Oct 4, 2021",https://jobs.apple.com/en-us/details/200289115/manager-legal-technology-solutions?team=SFTWR
994,Senior Software Engineer-  Apple Online Store,Software and Services,Santa Clara Valley (Cupertino),"Aug 12, 2021",https://jobs.apple.com/en-us/details/200274044/senior-software-engineer-apple-online-store?team=SFTWR
995,"AI/ML - AppleTV Sr. Software Engineer, Siri Experience",Software and Services,Pittsburgh,"Feb 3, 2021",https://jobs.apple.com/en-us/details/200220600/ai-ml-appletv-sr-software-engineer-siri-experience?team=SFTWR
996,RISC-V High Performance Programmer,Software and Services,Santa Clara Valley (Cupertino),"Sep 2, 2021",https://jobs.apple.com/en-us/details/200282667/risc-v-high-performance-programmer?team=SFTWR
997,"ML Framework, Software Engineer",Software and Services,Santa Clara Valley (Cupertino),"Oct 18, 2021",https://jobs.apple.com/en-us/details/200296190/ml-framework-software-engineer?team=SFTWR
998,Ops Manager - Apple Cloud Services,Software and Services,Santa Clara Valley (Cupertino),"Oct 22, 2021",https://jobs.apple.com/en-us/details/200302248/ops-manager-apple-cloud-services?team=SFTWR
999,iOS Factory Engineering Project Manager,Software and Services,Santa Clara Valley (Cupertino),"Aug 24, 2021",https://jobs.apple.com/en-us/details/200279356/ios-factory-engineering-project-manager?team=SFTWR
1000,Senior Manager Cellular Systems Performance,Software and Services,San Diego,"Oct 16, 2021",https://jobs.apple.com/en-us/details/200280749/senior-manager-cellular-systems-performance?team=SFTWR
1001,Senior Cellular Systems Performance Engineer,Software and Services,San Diego,"Sep 20, 2021",https://jobs.apple.com/en-us/details/200280751/senior-cellular-systems-performance-engineer?team=SFTWR
1002,"Security Engineer, Secure Transports",Software and Services,Santa Clara Valley (Cupertino),"Aug 17, 2021",https://jobs.apple.com/en-us/details/200277147/security-engineer-secure-transports?team=SFTWR
1003,iOS Frameworks Engineer App Store— Apple Media Services (Seattle!),Software and Services,Seattle,"Sep 23, 2021",https://jobs.apple.com/en-us/details/200290872/ios-frameworks-engineer-app-store-apple-media-services-seattle?team=SFTWR
1004,Frameworks Software Engineer— Apple Media Services (Seattle!),Software and Services,Seattle,"Aug 4, 2021",https://jobs.apple.com/en-us/details/200240891/frameworks-software-engineer-apple-media-services-seattle?team=SFTWR
1005,"Senior Product Manager, Home Services - NYC",Software and Services,New York City,"Aug 9, 2021",https://jobs.apple.com/en-us/details/200275709/senior-product-manager-home-services-nyc?team=SFTWR
1006,"Senior Product Manager, Home Services - San Diego",Software and Services,San Diego,"Aug 9, 2021",https://jobs.apple.com/en-us/details/200275705/senior-product-manager-home-services-san-diego?team=SFTWR
1007,"Senior Product Manager, Home Services - Austin",Software and Services,Austin,"Aug 9, 2021",https://jobs.apple.com/en-us/details/200275707/senior-product-manager-home-services-austin?team=SFTWR
1008,Senior Program Manager- Apple Music,Software and Services,Santa Clara Valley (Cupertino),"Sep 22, 2021",https://jobs.apple.com/en-us/details/200244493/senior-program-manager-apple-music?team=SFTWR
1009,"Senior Product Manager, Home Services - Cupertino",Software and Services,Santa Clara Valley (Cupertino),"Aug 9, 2021",https://jobs.apple.com/en-us/details/200275702/senior-product-manager-home-services-cupertino?team=SFTWR
1010,Core BringUp Engineer,Software and Services,Santa Clara Valley (Cupertino),"Oct 21, 2021",https://jobs.apple.com/en-us/details/200302885/core-bringup-engineer?team=SFTWR
1011,Embedded Software Engineer,Software and Services,Santa Clara Valley (Cupertino),"Aug 6, 2021",https://jobs.apple.com/en-us/details/200273708/embedded-software-engineer?team=SFTWR
1012,"Manager, Product Manufacturing Software",Software and Services,Santa Clara Valley (Cupertino),"Oct 21, 2021",https://jobs.apple.com/en-us/details/200301524/manager-product-manufacturing-software?team=SFTWR
1013,"Enterprise Solutions Architect, Salesforce",Software and Services,Austin,"Sep 29, 2021",https://jobs.apple.com/en-us/details/200275497/enterprise-solutions-architect-salesforce?team=SFTWR
1014,"Senior Software Engineer, Data Engineering, Ads Platform Engineering",Software and Services,Santa Clara Valley (Cupertino),"Jul 12, 2021",https://jobs.apple.com/en-us/details/200262230/senior-software-engineer-data-engineering-ads-platform-engineering?team=SFTWR
1015,Wireless System Engineer – Platform Architecture,Software and Services,Santa Clara Valley (Cupertino),"Apr 28, 2021",https://jobs.apple.com/en-us/details/200164924/wireless-system-engineer-platform-architecture?team=SFTWR
1016,Site Reliability Engineer,Software and Services,Austin,"May 21, 2021",https://jobs.apple.com/en-us/details/200250392/site-reliability-engineer?team=SFTWR
1017,Video Search Engineer - AI/ML Search/Recommendations/Personalization,Software and Services,Seattle,"Sep 16, 2021",https://jobs.apple.com/en-us/details/200253072/video-search-engineer-ai-ml-search-recommendations-personalization?team=SFTWR
1018,"AI/ML - ML Engineer Engineer, ADPT, ML Platform & Technology",Software and Services,Seattle,"Mar 18, 2021",https://jobs.apple.com/en-us/details/200232197/ai-ml-ml-engineer-engineer-adpt-ml-platform-technology?team=SFTWR
1019,Application Lead (Global Business Intelligence),Software and Services,Santa Clara Valley (Cupertino),"Jun 17, 2021",https://jobs.apple.com/en-us/details/200258207/application-lead-global-business-intelligence?team=SFTWR
1020,Sr. Data Site Reliability Engineer - Ad Platforms,Software and Services,Austin,"Sep 29, 2021",https://jobs.apple.com/en-us/details/200292428/sr-data-site-reliability-engineer-ad-platforms?team=SFTWR
1021,Video Search Engineer - AI/ML Search/Recommendations/Personalization,Software and Services,Seattle,"Sep 16, 2021",https://jobs.apple.com/en-us/details/200253072/video-search-engineer-ai-ml-search-recommendations-personalization?team=SFTWR
1022,"AI/ML - ML Engineer Engineer, ADPT, ML Platform & Technology",Software and Services,Seattle,"Mar 18, 2021",https://jobs.apple.com/en-us/details/200232197/ai-ml-ml-engineer-engineer-adpt-ml-platform-technology?team=SFTWR
1023,Application Lead (Global Business Intelligence),Software and Services,Santa Clara Valley (Cupertino),"Jun 17, 2021",https://jobs.apple.com/en-us/details/200258207/application-lead-global-business-intelligence?team=SFTWR
1024,"Senior Software Engineer, Engineering Solutions",Software and Services,Austin,"Mar 20, 2021",https://jobs.apple.com/en-us/details/200231591/senior-software-engineer-engineering-solutions?team=SFTWR
